timestep,run,funding_pool,token_supply,collateral_pool,simulation,sentiment,substep,subset,token_price
266,1,9524055.911949683,92627967.55543573,1381217.3221906768,7,0.23718948279326543,2,0,0.029822900332214446
267,1,9538894.689098448,90883058.61897856,1329669.2204268018,7,0.2333991341348659,2,0,0.02926110191782509
268,1,9554376.486514935,88828288.65434828,1270224.0665631783,7,0.22971932495298203,2,0,0.02859953930905769
269,1,9566885.870491447,87186063.07011384,1223691.3249800254,7,0.22609777685512952,2,0,0.028070801270059637
270,1,9573367.700934138,86515832.81358588,1204949.739213428,7,0.22252634828370083,2,0,0.027855011043116506
271,1,9579294.947914336,86049271.52112462,1191988.7117657077,7,0.21895491971227232,2,0,0.027704794955134074
272,1,9360548.409654357,82529068.35990012,1096457.0685739787,7,0.2175973231837173,2,0,0.02657141514775015
273,1,9379265.363592228,80620297.77792567,1046324.8562418376,7,0.21420446604086024,2,0,0.02595685913053841
274,1,9393290.451266598,78599894.35419907,994538.6631854116,7,0.20740323637630056,2,0,0.025306361321649287
275,1,9404003.112272797,77011226.0225949,954741.5459342384,7,0.2041283140905138,2,0,0.024794866806928113
276,1,9414021.345956407,75573340.85459943,919422.2075376156,7,0.19740873318928157,2,0,0.024331919090530958
277,1,9420036.34425207,74641718.60510646,896893.7699776634,7,0.18138227866677376,2,0,0.024031969969038315
278,1,9427547.24071355,73442242.89066777,868299.6174208604,7,0.17821154695945665,2,0,0.02364578158958145
279,1,9434387.453833025,72936466.65226144,856381.3237364464,7,0.1751410425738023,2,0,0.023482939688301827
280,1,9440023.128232373,72669780.15075198,850130.1900290108,7,0.1720922620859974,2,0,0.023397076150923617
281,1,9389532.463473791,71854483.0680442,831161.6284425671,7,0.1747824045658122,2,0,0.023134579582333926
282,1,9409130.534953866,68517294.79326382,755750.0109407401,7,0.17173362407800738,2,0,0.022060124037910515
283,1,9420119.553104589,68329191.95795761,751606.1350416674,7,0.1781310358590326,2,0,0.021999561636968413
284,1,9427266.748552404,67432281.18219995,732003.9930743373,7,0.17516973340658246,2,0,0.02171078837141769
285,1,9431126.427323136,67119217.87464961,725222.9194988069,7,0.17221792617766676,2,0,0.021609993157346304
286,1,9432595.44974033,67051356.8147909,723757.1838023228,7,0.16926611894875107,2,0,0.021588144317541053
287,1,9435124.393096363,67248703.69557826,728023.8063229389,7,0.166324248706783,2,0,0.021651682971275118
288,1,9437902.181575742,67144532.4346791,725770.0701295311,7,0.16749565912606165,2,0,0.02161814354238268
289,1,9444294.257155845,66529993.315137565,712545.6714839697,7,0.16070054577064452,2,0,0.021420283874336244
290,1,9201889.126832688,66503513.1422185,711978.5715436203,7,0.17374970823491814,2,0,0.021411758203541707
291,1,9207145.328242175,66066831.993328705,702659.1581279209,7,0.1709520891872991,2,0,0.02127116245558358
292,1,9214814.050685216,65053896.7457819,681278.0217027718,7,0.1642725892975617,2,0,0.020945033450189006
293,1,9220241.001057945,65603759.004112296,692843.5778111903,7,0.2201541438693686,2,0,0.02112206947677374
294,1,9223849.154927077,66858166.615388654,719592.5741459652,7,0.21659992700189878,2,0,0.021525943966891174
295,1,9225551.057237526,67615416.85220604,735985.4119771753,7,0.20129787886373682,2,0,0.02176975152237527
296,1,9229177.451327771,68044046.13183874,745346.1410246785,7,0.19792438488783326,2,0,0.021907754855745445
297,1,9231602.2825304,68321294.69613057,751432.4087832734,7,0.1997705616774572,2,0,0.02199701900045613
298,1,9234543.30349724,68681362.35317928,759373.6950072541,7,0.19638185057775426,2,0,0.02211294793782152
299,1,9239597.18841291,68548865.50289443,756446.6251636362,7,0.19839951602536207,2,0,0.02207028867988182
300,1,9242597.692010516,69416300.12306574,775712.2875111898,7,0.1951053983783032,2,0,0.022349571675124042
301,1,9247011.431412464,69535145.65691312,778370.7080421912,7,0.1758352197321285,2,0,0.02238783569628739
302,1,9250751.714286389,69188438.7327946,770628.0413619141,7,0.17283521973212845,2,0,0.022276208438177823
303,1,9264661.3496099,67509346.35363048,733678.094781656,7,0.16988251203573612,2,0,0.021735600606721053
304,1,9265875.023369348,67813994.04479422,740314.7361114216,7,0.166948679959328,2,0,0.021833686292608283
305,1,9012149.227632003,68068983.39280482,745892.5605341868,7,0.16995850837444323,2,0,0.021915783763946466
306,1,9016684.391744189,68128426.44699986,747195.8704828991,7,0.16715158534432287,2,0,0.021934922306305612
307,1,9017224.888271717,68852128.36013915,763154.5292341248,7,0.16438687946196986,2,0,0.022167928498661813
308,1,9018617.597485913,69507568.89394318,777753.4464271516,7,0.16162217357961692,2,0,0.022378956962625814
309,1,8203890.370612931,69659087.86866932,781147.9788699189,7,0.20254671291370405,2,0,0.022427740665873892
310,1,8206107.901564838,69713632.7322111,782371.7758688931,7,0.19942906585488057,2,0,0.022445302165623602
311,1,8213444.332911026,68846528.42248842,763030.3952649748,7,0.19638115786347377,2,0,0.022166125518559458
312,1,8215195.336480896,69292836.08263448,772955.3730007623,7,0.19338855982456982,2,0,0.0223098206596417
313,1,8217913.261087571,70034394.45386505,789587.9327801315,7,0.19046559256447365,2,0,0.02254857599433576
314,1,8219226.444926789,70147488.50157033,792140.101513569,7,0.1875832396232972,2,0,0.022584988242190195
315,1,8221019.092032929,70217748.70105162,793727.7219804706,7,0.1895856626346246,2,0,0.02260760951934602
316,1,8222274.434463823,70570503.17075658,801722.6892179193,7,0.18673682542532227,2,0,0.02272118387134136
317,1,8228669.819274548,69818270.99775553,784722.1759776017,7,0.18390771280822168,2,0,0.02247899195334781
318,1,8231389.384726093,69779535.81649515,783851.6896896657,7,0.18111701513380304,2,0,0.022466520607159767
319,1,8232380.51569381,70012202.43245886,789087.6135804156,7,0.17836051049028973,2,0,0.022541430955315328
320,1,8234686.710213979,69992710.73122974,788648.3039043322,7,0.17562795235075485,2,0,0.022535155323037053
321,1,7984055.306289217,68249814.1971825,749860.8734219294,7,0.17865120816470836,2,0,0.021974004830415648
322,1,7984490.592851226,68631660.21380544,758275.0318615364,7,0.17586051049028972,2,0,0.02209694562245217
323,1,7989686.197536472,67865212.21474788,741433.4398713183,7,0.17306981281587117,2,0,0.021850176715728194
324,1,7242328.675072757,68231664.78029056,749462.1110752142,7,0.18187824801177854,2,0,0.02196816136579755
325,1,7243817.185996059,68605036.47037624,757686.842558687,7,0.17541261182363124,2,0,0.02208837372707636
326,1,6793529.746913298,69220273.85086325,771337.3702390171,7,0.2857395523088813,2,0,0.02228645821023136
327,1,6795965.158289989,69244973.87108126,771887.9444211638,7,0.28191602289711654,2,0,0.02229441073537691
328,1,6727745.303373178,69455094.34121282,776579.5639470066,7,0.2912792320426,2,0,0.022362062029083005
329,1,6539292.192538985,70514542.39839125,800451.6983524472,7,0.35165265764755754,2,0,0.02270316649947399
330,1,6541329.249609352,72800945.96986675,853201.8563002947,7,0.4013567450594199,2,0,0.023439306864321406
331,1,6542592.919962648,74999692.34625821,905517.213265536,7,0.3971125590129082,2,0,0.02414722474020156
332,1,6548006.125441312,74940754.82169145,904094.5948069372,7,0.3928683729663966,2,0,0.02412824896034404
333,1,6554320.296557548,74964416.61360164,904665.6025437488,7,0.3757422661860505,2,0,0.024135867213021307
334,1,6468983.758740896,76891148.55895612,951766.5623537144,7,0.3773120336279109,2,0,0.024756206148330573
335,1,6471759.867267837,78556501.85556455,993440.8600510628,7,0.35511413439226164,2,0,0.025292390485452666
336,1,6351878.001815541,79259284.86811078,1011295.4321569973,7,0.3520449425079599,2,0,0.025518661538261808
337,1,6352966.397741129,79891759.12691557,1027499.7253759034,7,0.41812609661111977,2,0,0.025722295681175913
338,1,6364668.884597894,79782500.637071,1024691.2679056965,7,0.4136493524250732,2,0,0.025687118346089367
339,1,6374775.711200093,79311793.60710017,1012635.8287498719,7,0.40917260823902657,2,0,0.025535567478560173
340,1,6199733.047322023,80694751.47514102,1048258.3327531408,7,0.39606598772008705,2,0,0.025980830564329066
341,1,6201296.5414107805,82162193.67227381,1086730.3566633265,7,0.3959591174169835,2,0,0.026453294589432342
342,1,6207324.975872759,83035392.6392906,1109952.0912755774,7,0.3915002783519484,2,0,0.026734433498671058
343,1,6209956.6586159365,83765318.78525415,1129552.0233187843,7,0.38707499099562653,2,0,0.026969443671898925
344,1,6121996.552033853,85478758.08629212,1176235.1514056849,7,0.4507618877272895,2,0,0.02752110998660644
345,1,6122904.824877692,87616179.98740935,1235794.8332782234,7,0.5058343856771643,2,0,0.028209283569674233
346,1,6072953.998558031,90358162.39692658,1314354.5317445444,7,0.5068688684357852,2,0,0.029092104064065174
347,1,6075481.472360526,93185631.93801871,1397898.5552625332,7,0.5021562247576241,2,0,0.030002448364407262
348,1,6083189.16567245,95319098.87288964,1462640.5262720294,7,0.4999998732699916,2,0,0.030689348589467813
349,1,6087002.892857488,97215286.14209847,1521412.093930305,7,0.4952839641790824,2,0,0.031299853228976236
350,1,5728112.09152704,98675317.68799904,1567454.0314248682,7,0.4962890025759556,2,0,0.031769931288815154
351,1,5730267.255314747,101458352.71311063,1657117.7154766233,7,0.5491733638255349,2,0,0.032665969260557245
352,1,5733962.487799771,104086331.18249193,1744074.965761991,7,0.5202440600489695,2,0,0.03351208455419854
353,1,5737917.193449774,105881068.46144223,1804738.8899241881,7,0.5154833120325977,2,0,0.03408992591685838
354,1,5742703.526876113,107627208.36355728,1864755.5051631255,7,0.510770668354437,2,0,0.03465212065826534
355,1,5756703.664799863,109147603.03446332,1917812.5310982296,7,0.5060580246762761,2,0,0.035141633490433706
356,1,5760987.695963357,111599243.19519742,2004934.7606967995,7,0.5013453809981149,2,0,0.035930974140926435
357,1,5766855.272105089,112886333.32790707,2051447.8461787559,7,0.4966327373199544,2,0,0.03634537123674314
358,1,5767912.726732652,114601301.4798943,2114252.4674861087,7,0.49192009364179334,2,0,0.03689752978690271
359,1,5771771.100165641,115268012.18237458,2138924.0025684633,7,0.4872200661994237,2,0,0.03711218684302985
360,1,5782158.690122223,115878731.21538748,2161649.1641914994,7,0.48259986279412354,2,0,0.037308816579525256
1,1,17005930.352270544,425148258.8067636,25508895.528405815,8,0.75,2,0,0.12000000000000001
2,1,17006474.287402477,426142699.8502561,25628368.01618482,8,0.7398683665869819,2,0,0.12028068543795527
3,1,17006943.839531004,426517532.89666706,25673473.020282593,8,0.7348683665869818,2,0,0.12038648374392871
4,1,16983009.45616144,427127447.6254781,25746951.008632917,8,0.7298683665869818,2,0,0.1205586349075316
5,1,16925028.595337696,428452745.1351428,25906974.945031,8,0.7845811971001535,2,0,0.12093270606474654
6,1,16925468.200006876,429869672.52769214,26078611.147701427,8,0.7795811971001538,2,0,0.121332640166754
7,1,16319936.216245212,431201578.80199975,26240465.208516456,8,0.7776783210233821,2,0,0.1217085766773856
8,1,16320388.12475666,432854748.82356036,26442055.875515226,8,0.7726783210233817,2,0,0.12217519131940262
9,1,16320994.001054686,433879175.1456763,26567363.463293232,8,0.7421543964684337,2,0,0.12246434023653317
10,1,15922328.61508632,434923661.47380847,26695429.755354036,8,0.7396198085702982,2,0,0.122759151180197
11,1,15922857.811496727,436521751.401892,26891970.342080172,8,0.7861910254334693,2,0,0.1232102192191636
12,1,15547507.889293913,438132168.4073696,27090756.179800186,8,0.7913644484645088,2,0,0.1236647666309293
13,1,15181266.518091261,440022461.0989054,27325023.06112572,8,0.8310623712567164,2,0,0.12419831020845902
14,1,15181786.61905987,441592484.17221016,27520365.148575045,8,0.8028737067822119,2,0,0.12464145625197182
15,1,14223829.648898559,443400638.81341165,27746197.580853947,8,0.7991530734322184,2,0,0.12515181599695388
16,1,14224546.483117964,445416536.7331577,27999064.385518424,8,0.7941530734322182,2,0,0.12572081221264686
17,1,13598859.582658349,446847261.24032694,28179225.116206136,8,0.7906148417177609,2,0,0.1261246406120438
18,1,13600216.845123563,448222779.33769184,28352978.86168961,8,0.7582925323485348,2,0,0.1265128867550412
19,1,13321130.613801867,449379733.37598264,28499537.36174491,8,0.7542946990975169,2,0,0.1268394422135642
20,1,13322335.69384621,450522654.3132127,28644689.165951747,8,0.7492946990975169,2,0,0.12716203676646798
21,1,12803429.8882262,452440749.24787164,28889117.244111672,8,0.7821205016115099,2,0,0.12770342765162668
22,1,12804458.60094371,453556315.02365136,29031754.448464084,8,0.7771205016115097,2,0,0.12801830108770587
23,1,12386445.832336225,454999920.28071505,29216856.449536074,8,0.729940872888119,2,0,0.12842576513644463
24,1,12306987.13333315,456030658.2407166,29349379.69721062,8,0.728808132781116,2,0,0.12871669554163398
25,1,12137708.553089093,457292707.6723108,29512051.312714454,8,0.7606627870178413,2,0,0.1290729146455681
26,1,11727827.067919396,458580627.001239,29678520.907187674,8,0.7606962043514405,2,0,0.12943643564387855
27,1,11729721.465180334,460054998.3559037,29869665.058435388,8,0.7556962043514401,2,0,0.12985258356144574
28,1,10733500.843184121,461035543.8201448,29997127.109789565,8,0.7036473428312137,2,0,0.13012934690992844
29,1,10740215.380175639,461574285.1148365,30067274.12369913,8,0.6986473428312134,2,0,0.13028140905301341
30,1,10755499.232179882,462464384.7101821,30183349.3650848,8,0.7510515115195082,2,0,0.13053264364995437
31,1,10769069.776144896,463184996.1599636,30277485.967343554,8,0.7230968642551802,2,0,0.130736039458787
32,1,10792918.08773475,463529708.56818664,30322569.07202319,8,0.7180968642551797,2,0,0.1308333360797419
33,1,10815771.66336012,463663860.36934656,30340123.139535446,8,0.7130971491679112,2,0,0.13087120102639455
34,1,10641488.120999316,463878796.6169809,30368258.624145873,8,0.7083145404722595,2,0,0.1309318677448436
35,1,10355930.663649937,464140599.7215943,30402546.666597426,8,0.7074689816362318,2,0,0.13100576284355994
36,1,10388137.93822002,464003387.0961593,30384573.678976063,8,0.7294036478439365,2,0,0.13096703396554826
37,1,10482660.077311497,462372138.54693913,30171309.43043186,8,0.724403647843937,2,0,0.13050660675727083
38,1,10522684.332060553,462275528.14440805,30158702.451841023,8,0.7194036478439362,2,0,0.1304793380385037
39,1,10374194.643420458,462445919.09836346,30180939.048078902,8,0.7198384304526322,2,0,0.1305274316483236
40,1,10271770.030644014,458921585.0377704,29722669.706518244,8,0.6779534235133033,2,0,0.1295326725766102
41,1,10361202.258314688,456889962.13663805,29460090.66396265,8,0.6729534235133032,2,0,0.12895923791449934
42,1,10137937.732366115,455842246.08815813,29325132.917428926,8,0.6723240523908561,2,0,0.1286635153678036
43,1,10227801.708655672,453797205.8868608,29062601.07690872,8,0.6683218979722637,2,0,0.12808629361263413
44,1,10339069.371041056,450657179.6622148,28661798.23731704,8,0.6633750894616252,2,0,0.127200007148672
45,1,10377592.279212814,449891428.08515394,28564477.384793077,8,0.6584282809509869,2,0,0.12698387033676264
46,1,10492647.064840738,446887620.07785994,28184315.5899586,8,0.6534814724403488,2,0,0.1261360320746774
47,1,10547349.08990351,445685219.6183173,28032853.60411327,8,0.6485346639297103,2,0,0.12579664916023228
48,1,10624783.424580917,443610769.7509942,27772502.080764335,8,0.6435878554190724,2,0,0.12521112639512103
49,1,10674088.673755452,438248770.85582274,27105177.713161167,8,0.6416538680543852,2,0,0.12369767819418878
50,1,10808891.588893697,434466836.5443621,26639379.766481947,8,0.6367070595437467,2,0,0.12263021029805057
51,1,10922363.237990016,431366730.4184356,26260569.425942242,8,0.6317602510331086,2,0,0.12175519146072711
52,1,11066089.15722626,426974507.3571515,25728516.039729614,8,0.6268134425224702,2,0,0.12051546683188032
53,1,11175716.620756214,424214087.66632897,25396918.149868652,8,0.6933254249888622,2,0,0.11973632601209099
54,1,11272623.433138859,422113936.7103449,25146076.250933066,8,0.6883786164782242,2,0,0.11914354899960734
55,1,11379074.520680152,419324807.6990101,24814867.384659436,8,0.6834318079675855,2,0,0.11835630484553379
56,1,10957838.509724632,418961581.23410946,24771895.861857336,8,0.7383456488260963,2,0,0.11825378254916967
57,1,10992826.264212826,418793252.4388126,24751994.343883056,8,0.7155902019352152,2,0,0.11820627099286621
58,1,11027999.284035958,418933864.04076886,24768618.307323147,8,0.710696584913938,2,0,0.11824595924722271
59,1,10861646.651120385,417463264.06206745,24595031.013014175,8,0.7069359168762518,2,0,0.11783087581741059
60,1,10958071.425159875,415534095.14799863,24368240.582485344,8,0.7020422998549758,2,0,0.11728635925197056
61,1,11071161.098252948,413271616.9600948,24103605.15611655,8,0.7419381835570077,2,0,0.11664776465132361
62,1,11094698.834423255,414195415.4901747,24211484.62815003,8,0.7370308801492047,2,0,0.11690851092350808
63,1,11172559.364561465,412999140.54300225,24071831.868908267,8,0.7321372631279279,2,0,0.11657085696236147
64,1,11287931.115880452,410539541.3784968,23785968.053822618,8,0.7289367677812694,2,0,0.115876624083297
65,1,11011058.947586864,410033265.058732,23727338.636163734,8,0.7248969674168358,2,0,0.11573372532477381
66,1,10614347.382993389,409338991.4672379,23647055.792587403,8,0.724583774278963,2,0,0.11553776349439232
67,1,10703909.181654042,407954069.40133655,23487315.67781214,8,0.7196879409456297,2,0,0.1151468630391615
68,1,10784882.021199476,406589211.93567705,23330419.519033667,8,0.7429715406854825,2,0,0.11476162590720469
69,1,10854929.458983872,405599193.5907133,23216941.728020985,8,0.7219973877258522,2,0,0.11448218879571544
70,1,10904038.851771377,405370370.8108903,23190752.98474366,8,0.7171037707045756,2,0,0.11441760254136778
71,1,10940560.298740534,404947027.33813745,23142340.332320627,8,0.7122101536832993,2,0,0.11429811195031389
72,1,11041507.751886934,402787297.7363238,22896145.5949139,8,0.7073165366620224,2,0,0.11368851859823235
73,1,11118062.72696661,401123441.6188671,22707374.95683305,8,0.7024229196407458,2,0,0.11321888775779289
74,1,10851549.271729354,400349576.8384042,22619843.363517888,8,0.6978484515556401,2,0,0.11300046095788976
75,1,10956458.549021818,397858237.7840417,22339196.846326802,8,0.670925020856885,2,0,0.11229726935277166
76,1,11050464.220448393,395353869.01339185,22058848.202631507,8,0.6660845953249703,2,0,0.11159040005188013
77,1,10877774.686546754,392532596.7751666,21745144.618045546,8,0.6433844109429375,2,0,0.11079408332806893
78,1,10950922.673858594,391415279.3686985,21621528.643198896,8,0.7025258204619108,2,0,0.11047871548638359
79,1,11030637.563755523,389794955.89604276,21442887.90951728,8,0.6976853949299966,2,0,0.1100213719298925
80,1,11125039.151682464,387532754.47860056,21194719.63243267,8,0.6928449693980813,2,0,0.10938285544894778
81,1,11175640.003997302,386939162.4310303,21129840.565694727,8,0.6880045438661662,2,0,0.10921531143522338
82,1,11253800.068382042,385639877.7904997,20988177.03165514,8,0.6831641183342516,2,0,0.10884858252681558
83,1,11319534.314113624,384543893.5999674,20869050.225450985,8,0.6783236928023365,2,0,0.10853923608086519
84,1,11386777.051470777,383565115.3673236,20762949.584646076,8,0.673483267270422,2,0,0.1082629715414151
85,1,11192742.818590539,382942621.4501821,20695611.230028328,8,0.6739342672715697,2,0,0.10808726984557225
86,1,11235107.311971558,382299359.69958663,20626141.220040973,8,0.6690938417396544,2,0,0.10790570633573195
87,1,11320105.787788711,380729449.29527074,20457086.75380901,8,0.6642833229606431,2,0,0.10746259209354582
88,1,11330336.866636511,381844515.8127936,20577090.16598525,8,0.7170661975162356,2,0,0.10777732461174616
89,1,11352660.961369168,382459490.8170897,20643423.900162578,8,0.712278963473682,2,0,0.10795090406076624
90,1,11419322.949476168,381347220.14277977,20523527.870317437,8,0.7079312718548235,2,0,0.10763696068183345
91,1,11441663.644875187,382104812.7758162,20605153.83827118,8,0.7031417981706128,2,0,0.10785079459525351
92,1,11527237.490409423,380513717.9322107,20433910.270403374,8,0.6983523244864022,2,0,0.10740170095020711
93,1,11567349.89815922,380183182.5050148,20398425.621966854,8,0.6935628508021918,2,0,0.10730840584563622
94,1,11398222.681292338,378980571.6016392,20269579.471586477,8,0.6886213982160972,2,0,0.10696896353247679
95,1,11431029.098064564,378722168.9745781,20241947.833732076,8,0.6838818148827635,2,0,0.10689602823377801
96,1,11469999.36070785,379053703.4479239,20277403.064170916,8,0.7213199689969843,2,0,0.10698960532359879
97,1,11492293.29392637,379480533.99036545,20323095.20661576,8,0.7164746081722424,2,0,0.10711008015568851
98,1,11522050.816619704,380202021.52262205,20400447.25700126,8,0.7116292473474999,2,0,0.1073137232427231
99,1,11564591.236975063,379938329.427253,20372159.289531402,8,0.7067838865227575,2,0,0.10723929496790646
100,1,11059709.163372174,379367171.4538633,20310954.749879643,8,0.6861258260526651,2,0,0.10707808307208658
101,1,10727489.21778329,378932885.6537054,20264478.87607717,8,0.6823279560790004,2,0,0.10695550396011934
102,1,10761590.54132627,379205541.7154685,20293651.434157204,8,0.680331670324436,2,0,0.10703246235459427
103,1,10800132.716210756,378980853.1786548,20269609.59159918,8,0.6755357519570894,2,0,0.10696904300885045
104,1,10709953.847449493,374632081.2534484,19807094.593053184,8,0.6561214785360732,2,0,0.10574158265774984
105,1,10779759.722049288,372891544.12979376,19623474.983587045,8,0.6513255601687264,2,0,0.10525030825990857
106,1,10840989.373566253,371321111.06998426,19458534.47640474,8,0.6465296418013796,2,0,0.10480704649586875
107,1,10885453.739928404,370644244.6619814,19387658.764491014,8,0.6433428051581488,2,0,0.10461599792098265
108,1,10934107.579099867,369719692.5759497,19291056.46045941,8,0.6386005371169121,2,0,0.1043550389542561
109,1,10800839.881862648,368763658.2340942,19191418.450004734,8,0.6358862870154468,2,0,0.10408519397983551
110,1,10869662.754657755,366799935.59590256,18987568.214077022,8,0.6311440189742097,2,0,0.10353092447101905
111,1,10910593.871704647,365577765.7795593,18861246.644754905,8,0.6264017509329728,2,0,0.10318596156708337
112,1,10565061.594055813,364250651.8969243,18724555.68037108,8,0.6745648031013313,2,0,0.10281137773046323
113,1,10622270.611995768,363096819.7479912,18606116.49420324,8,0.6722643468274212,2,0,0.10248570343919228
114,1,10169175.10852991,361900027.4615599,18483664.533064418,8,0.6693812193240573,2,0,0.10214790345672305
115,1,10242940.660800852,359763740.2234758,18266091.336163156,8,0.6466683809234481,2,0,0.1015449268167867
116,1,10318657.96683546,357750276.0448509,18062206.398686666,8,0.6418767142567815,2,0,0.1009766175354242
117,1,10370156.094439814,356431397.4545931,17929275.982171282,8,0.6370850475901148,2,0,0.10060435814695784
118,1,9940850.87685052,356463840.8399885,17932540.07668186,8,0.6766405257571747,2,0,0.1006135154377777
119,1,9979007.04940281,356376684.8374065,17923772.07689691,8,0.6539378847149966,2,0,0.10058891526573609
120,1,9870986.976159867,355467273.858589,17832412.1292316,8,0.6518024680483299,2,0,0.10033222994432753
121,1,9964340.732126743,352428456.4700679,17528824.031194445,8,0.6469587180483293,2,0,0.09947451012760761
122,1,9784798.910424832,352155183.7866785,17501650.903977275,8,0.6433822696967643,2,0,0.09939737768891725
123,1,9849848.161189832,350125614.0801949,17300498.32203382,8,0.6385385196967636,2,0,0.09882452255019085
124,1,9928919.340194859,347907756.3371526,17082013.779277783,8,0.6153679176587785,2,0,0.09819852226993088
125,1,10027680.693180922,344341595.6664256,16733616.857171586,8,0.5913886241022501,2,0,0.09719195745019409
126,1,10102120.223124042,341972709.8782523,16504172.162863608,8,0.5865948096692601,2,0,0.09652332882784333
127,1,10217039.603330012,337628726.3667046,16087539.51216082,8,0.5818009952362709,2,0,0.09529722002794193
128,1,10354057.800436534,332202834.15705204,15574621.89755375,8,0.5770121976113995,2,0,0.0937657376528624
129,1,10476069.72937905,327269148.7686422,15115446.461385963,8,0.5730927369278943,2,0,0.09237318285734042
130,1,10572206.157750327,323767742.20872885,14793740.591455564,8,0.5683531535945611,2,0,0.0913848951753707
131,1,10655726.523230514,320460905.9614483,14493088.957418324,8,0.5636135702612276,2,0,0.09045152583549054
132,1,10710161.719279734,318385671.7144721,14305988.631483434,8,0.5588739869278943,2,0,0.0898657816757095
133,1,10799001.388166469,314703956.31021136,13977041.38249532,8,0.554134403594561,2,0,0.08882660101494122
134,1,10873605.521203207,311744212.7712213,13715373.710212508,8,0.5494126388756285,2,0,0.08799120014636978
135,1,10934178.566107797,309493294.40704733,13518027.741912525,8,0.5447251388756287,2,0,0.0873558683577392
136,1,10820461.584239269,305497283.857926,13171206.304338576,8,0.5441891057894456,2,0,0.08622797648481846
137,1,10884086.667131245,303114481.56801814,12966543.36924031,8,0.539110828300329,2,0,0.08555541986753049
138,1,10732785.599317059,298707579.2154834,12592249.790395446,8,0.5748482222639847,2,0,0.08431155194298955
139,1,10771839.443160187,297751566.2508491,12511775.8384323,8,0.5700544078309946,2,0,0.08404171300238539
140,1,10821206.701084705,295840056.3770941,12351644.934805954,8,0.5652605933980049,2,0,0.08350218078015685
141,1,10885437.821683869,293819517.873755,12183501.726084324,8,0.5604667789650155,2,0,0.08293187473896266
142,1,11014531.176309813,288509625.1653243,11747121.446055658,8,0.5556729645320255,2,0,0.08143313374258639
143,1,11054323.89437749,287481568.02400047,11663552.688959977,8,0.550879150099036,2,0,0.08114296001047444
144,1,11154471.46073085,283751560.7009018,11362852.35077858,8,0.5460853356660464,2,0,0.08009014873934729
145,1,11214738.651363986,281247053.85160786,11163151.253007201,8,0.5412915212330563,2,0,0.07938324046514013
146,1,11240933.531046137,280499353.95188826,11103875.30998045,8,0.5364977068000668,2,0,0.07917219882000162
147,1,11270634.681570034,279815773.37963253,11049820.679279178,8,0.5317038923670773,2,0,0.07897925514218694
148,1,11368369.830778208,275086284.88970274,10679445.943888435,8,0.5269100779340874,2,0,0.07764433583572088
149,1,11438469.452842738,271916022.23813874,10434711.414412927,8,0.5221162635010977,2,0,0.07674951500485258
150,1,11036295.114719652,268705108.270193,10189730.342042385,8,0.5225139400683678,2,0,0.07584322015788574
151,1,11159489.482965136,262614068.3997229,9733002.19293155,8,0.517823218418883,2,0,0.07412399687679352
152,1,11232675.801676081,259320190.03364596,9490377.942201715,8,0.5131324967693986,2,0,0.07319428495691269
153,1,11260002.996534985,258286343.97596833,9414857.161364095,8,0.5084417751199141,2,0,0.07290247727723521
154,1,11328584.746887023,255188188.11745343,9190348.543932384,8,0.5037510534704295,2,0,0.07202800891162263
155,1,11378544.326053023,252626315.06773835,9006748.174459027,8,0.499060331820945,2,0,0.07130490877044214
156,1,11442173.568764662,249235189.4715329,8766567.198734958,8,0.46954101158446754,2,0,0.07034774838435288
157,1,11485930.555142775,246985872.07493526,8609046.807693873,8,0.46506184491780117,2,0,0.06971286847599037
158,1,11530512.192379363,244709685.0856825,8451098.467551515,8,0.4605826782511346,2,0,0.06907040450477023
159,1,11569889.440947305,242646482.16009584,8309192.958228299,8,0.45610351158446766,2,0,0.06848805623933153
160,1,10649833.596428983,237536152.45970547,7962882.014437098,8,0.45986702854343564,2,0,0.06704564279568251
161,1,10733061.775173016,232828827.47774953,7650403.610751128,8,0.45543994521010217,2,0,0.06571697923859747
162,1,10802338.789661415,228950078.13651174,7397627.137295606,8,0.45101286187676864,2,0,0.06462218486673554
163,1,10887666.390426232,223923288.2135515,7076351.079752542,8,0.44658577854343545,2,0,0.06320335089938442
164,1,10922912.938173011,221922471.25303963,6950457.713544237,8,0.44219462155872274,2,0,0.06263861135197266
165,1,10969246.576066002,218995423.70847216,6768320.642759779,8,0.4378196215587225,2,0,0.06181243907425027
166,1,11007300.688231472,216673092.19847515,6625532.798550703,8,0.4334446215587227,2,0,0.06115695060539991
167,1,11066576.033454949,212892956.90478966,6396367.877907477,8,0.4290696215587227,2,0,0.06008999049008532
168,1,11120672.847030867,209329086.15163708,6184007.399968549,8,0.4246946215587227,2,0,0.0590840720098389
169,1,10959765.106957672,208262074.6651839,6121124.691736353,8,0.4898349594891808,2,0,0.058782903239364
170,1,11044984.296384491,202886534.17804095,5809212.889589168,8,0.4678914847494764,2,0,0.05726563286345415
171,1,11094858.10325149,199874046.9988015,5637981.645622145,8,0.4635164847494763,2,0,0.05641534486621919
172,1,11150124.32263128,196589075.4445634,5454181.751930543,8,0.4591414847494764,2,0,0.05548814693386745
173,1,11192269.728187408,194318826.68820134,5328937.229303104,8,0.4547664847494764,2,0,0.054847359055474026
