timestep,run,funding_pool,token_supply,collateral_pool,simulation,sentiment,substep,subset,token_price
262,1,1880692.359295128,81977118.04642496,4404772.307380498,1,0.741051548059414,2,0,0.10746345839789112
263,1,1902899.6136550037,81627114.28112358,4367239.986403254,1,0.7360515480594143,2,0,0.10700463993771703
264,1,1923244.3976002028,81369857.43160424,4339755.68810263,1,0.7310515480594142,2,0,0.10666740301838257
265,1,1936554.3721480216,81602639.78322566,4364621.494182004,1,0.726051548059414,2,0,0.10697255642161717
266,1,1940994.9668370346,81814854.59217106,4387352.172983246,1,0.7210515480594141,2,0,0.10725074791987899
267,1,1946421.0753609524,82217066.20316224,4430595.7036293475,1,0.7160515480594142,2,0,0.10777800542483812
268,1,1952614.7151070167,82524850.5383142,4463830.1767363725,1,0.7110515480594138,2,0,0.10818147861204379
269,1,1953170.932406215,83089758.27886927,4525151.898415325,1,0.7126857475847839,2,0,0.10892201378725459
270,1,1963969.0048455086,83214480.05988191,4538747.041800887,1,0.7076857475847842,2,0,0.10908551104410585
271,1,1985392.14881397,82905534.02849102,4505108.067042737,1,0.7026857475847841,2,0,0.10868051499419877
272,1,1996124.4704979917,82970234.51675159,4512142.493232549,1,0.6976857475847839,2,0,0.10876533059145575
273,1,1893376.008359256,83146893.35798357,4531377.305945763,1,0.6951099900090264,2,0,0.10899691192156058
274,1,1905451.8540400905,83126306.42217517,4529133.671309908,1,0.673176270339507,2,0,0.10896992459421233
275,1,1933598.133247853,82275106.90692115,4436853.422936517,1,0.6681762703395066,2,0,0.10785409073867226
276,1,1953524.6577353042,81829850.0556466,4388960.595042988,1,0.6631762703395067,2,0,0.10727040540972203
277,1,1959301.867618681,81903111.16020018,4396822.861342218,1,0.6581762703395069,2,0,0.10736644308278245
278,1,1978704.616265378,81431420.91430351,4346324.98911134,1,0.6531762703395068,2,0,0.10674810632827614
279,1,2023490.1266037528,80051313.4675414,4200249.561987714,1,0.6530569843519711,2,0,0.10493892929541497
280,1,1980381.0165312067,79010493.36879723,4091737.066183492,1,0.6511819843519713,2,0,0.10357452261649586
281,1,1987006.1696188706,78281790.25699586,4016610.037471209,1,0.6528611952719738,2,0,0.10261926877974677
282,1,2011098.921440094,77744364.8793877,3961649.1486140997,1,0.7044623376437897,2,0,0.10191476011824616
283,1,2016847.2152802614,77862840.49242298,3973732.762471701,1,0.6994623376437898,2,0,0.1020700692998323
284,1,2046558.7244152706,77128146.34579155,3899096.2747172187,1,0.703273449951227,2,0,0.10110696184078515
285,1,2034106.8008982542,77312433.03531131,3917751.2020508503,1,0.7031219347997116,2,0,0.1013485424850483
286,1,2017389.7735313512,77032918.80859756,3889474.0515354797,1,0.7020613287391059,2,0,0.10098212846379592
287,1,2034909.0521466783,76407224.04795374,3826546.6667103823,1,0.6713584140169243,2,0,0.10016190784025379
288,1,2058840.037170943,75805558.5249498,3766519.9731000913,1,0.6663584140169245,2,0,0.09937318704301666
289,1,2062668.497131607,75196238.14704886,3706213.214223714,1,0.6493388452317309,2,0,0.09857443152877103
290,1,2076904.32526212,75297508.54334982,3716202.6080422397,1,0.7041524913352313,2,0,0.09870718646428442
291,1,2107577.094362242,74457219.80646627,3633722.87303726,1,0.6991524913352314,2,0,0.09760565550210588
292,1,2061952.779541783,74701639.99461347,3657618.8229815075,1,0.6974986739961572,2,0,0.09792606489617225
293,1,2102510.1870684237,73777809.29765779,3567711.118825092,1,0.6924986739961573,2,0,0.09671501913078234
294,1,2118756.0705427825,73445195.72444358,3535614.9041014444,1,0.6875963869529934,2,0,0.09627899740009115
295,1,2090046.754106725,74059283.09076889,3594985.791606008,1,0.6852049006005132,2,0,0.09708400193936267
296,1,2094623.9930518572,74354498.99922253,3623703.657313067,1,0.6803611506005128,2,0,0.09747099922900315
297,1,2115564.967446433,74040503.88824609,3593162.8626211,1,0.675517400600513,2,0,0.09705938436195635
298,1,2116017.7384660654,74720766.02488455,3659491.999629178,1,0.7169617661065983,2,0,0.09795113712861142
299,1,2125069.75766121,75058313.45755167,3692629.8350921734,1,0.7542802139356934,2,0,0.09839362663485628
300,1,2000352.7573856178,75578449.18250673,3743985.201053927,1,0.7711980327755126,2,0,0.0990754703635942
301,1,2015661.5273603774,75602388.90332884,3746357.415798645,1,0.7663495479270279,2,0,0.09910685284268023
302,1,2017790.830686769,76267146.25567614,3812529.068849312,1,0.7615010630785433,2,0,0.09997828045298253
303,1,2033146.2826090918,76423328.58140785,3828159.8975003646,1,0.7566525782300583,2,0,0.10018301920525545
304,1,2037377.0766051242,76900868.44208585,3876150.7537017646,1,0.7562211941185343,2,0,0.10080902419511424
305,1,2048728.2155998964,77015977.69138947,3887763.4895757493,1,0.7513682529420638,2,0,0.10095992042467854
306,1,2051407.881733631,77394290.40240301,3926051.718810112,1,0.7465153117655932,2,0,0.10145584896242456
307,1,2053605.906335767,77949288.31819212,3982561.396349384,1,0.7416623705891224,2,0,0.10218339339013358
308,1,2054834.956923638,78147038.48423567,4002793.8107329938,1,0.7368094294126519,2,0,0.10244262324900422
309,1,2056597.5168919964,78501075.78185867,4039144.4756466285,1,0.7089760638016802,2,0,0.10290672924969167
310,1,2103725.9337786194,77217097.21617128,3908095.0130468006,1,0.7041275789531953,2,0,0.10122356716171257
311,1,2082810.320794839,77126813.86414476,3898961.5527099557,1,0.7078641619206706,2,0,0.10110521509621266
312,1,2094641.489385256,77359455.92044154,3922518.352216977,1,0.7030156770721858,2,0,0.10141018458689774
313,1,2101908.9474519333,77480594.54960799,3934812.661375667,1,0.698167192223701,2,0,0.10156898470510188
314,1,2061189.0335631333,77805849.97688037,3967917.865442404,1,0.6976524795437541,2,0,0.10199536067330289
315,1,2075144.8609504353,77735115.78936855,3960706.585894212,1,0.6990232573811157,2,0,0.10190263552513801
316,1,2084964.2102754503,77527066.81591594,3939534.2178336657,1,0.694179507381116,2,0,0.10162990500305882
317,1,2085742.0960272322,77962917.46625867,3983954.190699697,1,0.689335757381116,2,0,0.10220125978286794
318,1,2040813.2143014567,76913977.78441109,3877472.406351315,1,0.7105082206164585,2,0,0.10082620917669403
319,1,2027656.7361983801,76754800.84458378,3861439.806198852,1,0.6610669778609783,2,0,0.10061754479742972
320,1,2043022.3034497364,76352271.88459463,3821044.5324707706,1,0.6562232278609786,2,0,0.1000898712810072
321,1,2050536.2884948235,76286462.0503351,3814460.4733324563,1,0.6513794778609785,2,0,0.10000360144675764
322,1,2110020.3284438034,74222083.6738159,3610808.495736757,1,0.6515305927033922,2,0,0.09729741653724494
323,1,2116985.702264019,74157835.2363648,3604559.9943544674,1,0.6466918830259729,2,0,0.09721319353148805
324,1,2128336.970668926,73883936.06121935,3577982.5530307055,1,0.6418531733485537,2,0,0.0968541402576612
325,1,2171376.821048092,72356517.79127735,3431574.9339203658,1,0.6350693692364886,2,0,0.09485185408781642
326,1,2178495.8407624373,72211835.93406491,3417865.311896617,1,0.6327979136085631,2,0,0.0946621912512347
327,1,2189204.5844976366,71954637.28196314,3393561.6825314066,1,0.6279494287600784,2,0,0.09432503062264955
328,1,2193461.408217026,71959173.0040666,3393989.5281420937,1,0.6334510768317471,2,0,0.09433097648163051
329,1,2271282.1179910367,68917584.0434982,3113137.1925312085,1,0.6285981356552766,2,0,0.09034377033780851
330,1,2278730.4547308325,68894314.40789643,3111035.280825822,1,0.623745194478806,2,0,0.09031326627061248
331,1,2273090.512890837,68587479.71048366,3083385.7458983823,1,0.5959038124754173,2,0,0.08991103795951506
332,1,2301060.396534738,67561277.83397537,2991809.1158368546,1,0.5910508712989466,2,0,0.08856579424648853
333,1,2319134.3049018383,67040894.8299945,2945898.476063723,1,0.586197930122476,2,0,0.0878836263607183
334,1,2364834.6959394235,65236700.70899031,2789472.9132503294,1,0.5813449889460057,2,0,0.08551851589471662
335,1,2317399.66122484,64419078.973055765,2719989.286221498,1,0.5881691842507697,2,0,0.08444669900850876
336,1,2334070.3906532573,63848727.81011364,2672038.230728914,1,0.5833162430742991,2,0,0.08369902807384247
337,1,2271239.607106135,63637478.04416782,2654386.0809599147,1,0.5931691842507698,2,0,0.0834221016463798
338,1,2282868.8898414797,63224562.84220246,2620051.5801967415,1,0.5883162430742992,2,0,0.08288081284914332
339,1,2295461.84361537,62885398.81582239,2592016.7876382656,1,0.5834633018978286,2,0,0.0824362041570164
340,1,2315628.4655188094,62241251.96713598,2539187.7283359803,1,0.5505640506875863,2,0,0.08159179476906081
341,1,2237106.1050489247,61705283.88725943,2495645.4158897544,1,0.5529104677891095,2,0,0.08088919647301199
342,1,2266449.0656716153,60501552.156620495,2399226.247813084,1,0.5540097988622524,2,0,0.0793112296227443
343,1,2310923.077967074,58446345.97682879,2238993.846852503,1,0.5369674368706523,2,0,0.07661706850724793
344,1,2326491.733730628,57743335.90036671,2185455.2131962064,1,0.5323007702039856,2,0,0.07569549556219274
345,1,2252248.979238218,57612303.497606374,2175547.904240957,1,0.5326341035373188,2,0,0.07552372573790059
346,1,2258794.263537387,57754356.57280048,2186289.5080650775,1,0.5775741898680469,2,0,0.0757099425152185
347,1,2271794.711775283,57417542.80984371,2160863.7137433547,1,0.5727408565347136,2,0,0.07526841477350349
348,1,2206389.7987447954,57668473.64177309,2179792.150797537,1,0.5843172864835886,2,0,0.07559735894305236
349,1,2227608.490193022,57485779.72728907,2166002.850295377,1,0.6425115691926248,2,0,0.07535786626086778
350,1,2249785.6970048146,56899663.33793084,2122059.537414497,1,0.6375115691926249,2,0,0.07458952875736526
351,1,2274979.0674843863,56002656.28323629,2055679.5914810286,1,0.6147494518525426,2,0,0.073413645991516
352,1,2293953.7477792976,55669967.18423738,2031328.2180494305,1,0.6099161185192093,2,0,0.07297752525439206
353,1,2307885.561124073,55320957.51754042,2005938.1949152949,1,0.6050827851858762,2,0,0.07252000995388698
354,1,2281655.0520766964,55335950.086949706,2007025.6035277916,1,0.6050734069209749,2,0,0.0725396636499108
355,1,2347409.714372786,52172784.64320983,1784128.8058370487,1,0.6039285969971565,2,0,0.06839308340691565
356,1,2373674.5922573293,51492684.35251877,1737917.8184425437,1,0.6415880751469402,2,0,0.06750154280343063
357,1,2378619.5562107936,51862555.38932944,1762974.352341655,1,0.6365880751469403,2,0,0.06798640518605767
358,1,2388931.8591192495,51942977.121775,1768446.1760403307,1,0.6315880751469402,2,0,0.06809182969602953
359,1,2395421.768305747,51980905.46576468,1771029.7292805745,1,0.6265880751469403,2,0,0.06814154980224416
360,1,2330757.1558410777,52304842.1256319,1793172.0547197382,1,0.6347548999465685,2,0,0.0685661970038142
1,1,5263167.265169242,131579181.62923105,7894750.897753863,2,0.75,2,0,0.12000000000000001
2,1,5263711.200301176,131922104.56772842,7935955.274118714,2,0.7510918972661956,2,0,0.1203127451631037
3,1,5264180.7502081925,132167618.44043945,7965521.208411399,2,0.7460918972661955,2,0,0.12053665341637392
4,1,5240246.312872196,132502676.50323518,8005959.17825071,2,0.7410918972661954,2,0,0.12084222582560793
5,1,5240709.714600291,132741450.14752476,8034839.114709931,2,0.7110929270824256,2,0,0.12105998700150193
6,1,5182419.439598515,132950039.98702954,8060110.838366544,2,0.7060929270824254,2,0,0.12125022059644179
7,1,5182933.012377628,133059451.11836475,8073382.420849748,2,0.7010929270824254,2,0,0.12135000337056803
8,1,5183537.595884197,133478032.86923319,8124257.21365731,2,0.6960929270824253,2,0,0.1217317492477065
9,1,5184010.945697901,134017357.43923418,8190042.773911917,2,0.7453187484914907,2,0,0.12222361237984304
10,1,5184463.761064092,134213015.32457803,8213974.244013857,2,0.7403187484914905,2,0,0.12240205205358583
11,1,4873318.623000288,134804522.28716955,8286535.45525697,2,0.8071776601062529,2,0,0.12294150544303611
12,1,4873737.442791452,135125702.81964895,8326068.912917343,2,0.8021776601062528,2,0,0.12323442156715471
13,1,4754836.443129182,135279183.59842923,8344993.769588232,2,0.8005223200716066,2,0,0.12337439578819469
14,1,4755474.498043485,135620261.3523046,8387127.079614544,2,0.776013007160131,2,0,0.12368545814591915
15,1,4755935.204952585,136056777.4656728,8441204.664050525,2,0.771013007160131,2,0,0.12408356013253727
16,1,4756509.070081573,136196749.49325365,8458581.825564662,2,0.8147349839901353,2,0,0.12421121439441765
17,1,4756967.571697045,136689365.00278834,8519880.853574824,2,0.809734983990135,2,0,0.12466047893925071
18,1,4757572.58739969,137345112.4457816,8601822.725679751,2,0.8047349839901353,2,0,0.12525851954251974
19,1,4757995.666715983,137873266.25997087,8668105.689891232,2,0.7997349839901353,2,0,0.12574019496349406
20,1,4649136.493432064,138231414.25090522,8713197.779105397,2,0.7972744893058896,2,0,0.12606682534969924
21,1,4649798.535213735,138554870.53228298,8754022.594081651,2,0.7627967947397594,2,0,0.12636181695311796
22,1,4650345.242854431,138801912.31006584,8785267.0714519,2,0.8102861459515611,2,0,0.12658711865333283
23,1,4651168.809804878,139262809.33915043,8843707.564475708,2,0.8052861459515609,2,0,0.12700745599549687
24,1,4651807.112382453,139859009.40216452,8919591.504713811,2,0.8002861459515607,2,0,0.12755118948491231
25,1,4365760.93600836,140363852.74322158,8984101.092422608,2,0.795786145951561,2,0,0.12801160579223936
26,1,4366369.446365866,140881350.55769765,9050468.93704877,2,0.7907861459515608,2,0,0.12848356295877744
27,1,4367069.00022908,141362985.7191629,9112456.917879239,2,0.7857861459515608,2,0,0.12892281344400003
28,1,4367928.382437135,141879736.95354894,9179199.707168393,2,0.7807861459515608,2,0,0.12939408973070818
29,1,4368387.955266044,142263091.0781635,9228870.478983592,2,0.7709588065981967,2,0,0.12974370806990243
30,1,4373844.504406171,142423555.60538486,9249701.483220281,2,0.7659588065981964,2,0,0.12989005145818114
31,1,4194953.000743879,142810617.09296894,9300045.236005826,2,0.7678132731849648,2,0,0.1302430509063839
32,1,4196819.331492439,143093760.77435344,9336959.290526127,2,0.7682084391589633,2,0,0.1305012774840646
33,1,4210118.598802552,142968267.50694898,9320589.440144844,2,0.7632084391589633,2,0,0.13038682782795583
34,1,4223997.45872369,142882436.5235654,9309401.569818841,2,0.7393670507053617,2,0,0.13030855011047426
35,1,4232823.67775217,142930842.9420882,9315710.40852138,2,0.7343670507053618,2,0,0.13035269668556929
36,1,4173968.291110227,142467276.74964294,9255381.296557758,2,0.7381695138275302,2,0,0.12992992507075424
37,1,4186036.122683802,142373958.6639233,9243260.455634285,2,0.73316951382753,2,0,0.12984481912809903
38,1,4214872.946251378,141848449.4376791,9175151.73391403,2,0.7281695138275299,2,0,0.12936555556703663
39,1,4062749.0154970535,142138993.0401695,9212776.561904853,2,0.729928677365805,2,0,0.12963053086075058
40,1,4118313.3130450035,140566332.45345527,9010039.54033976,2,0.6994128987046687,2,0,0.12819626695920505
41,1,4135942.7996358927,140281239.60831642,8973528.764526434,2,0.6944128987046685,2,0,0.12793626274734526
42,1,4161315.642150002,139663525.5345871,8894674.730405945,2,0.6894128987046686,2,0,0.12737290851508995
43,1,4200385.694866757,138676245.64397714,8769366.491470741,2,0.6844128987046685,2,0,0.1264725108579056
44,1,4074494.285268096,138875582.14625815,8794595.198566355,2,0.7056315206887647,2,0,0.12665430542432207
45,1,4086417.210207267,138929052.8925992,8801368.802561425,2,0.7463137870258029,2,0,0.12670307065816436
46,1,4126773.539291408,138059728.51496914,8691567.344446497,2,0.7413137870258032,2,0,0.12591024823729266
47,1,4176657.8324423903,136870310.69392994,8542452.560120422,2,0.736313787025803,2,0,0.12482550111576932
48,1,4209917.412094056,136159644.98623413,8453973.657482607,2,0.7313137870258032,2,0,0.12417737514426265
49,1,4224532.449136537,136055095.0914119,8440995.910353411,2,0.7263137870258032,2,0,0.12408202580994303
50,1,4230812.65300246,135444412.04875696,8365391.178793276,2,0.723125107657235,2,0,0.12352508386661121
51,1,4260658.692924397,134800987.4779118,8286100.886183021,2,0.7181251076572351,2,0,0.12293828170273252
52,1,4209781.502793335,134800179.53133547,8286001.558916886,2,0.714218857657235,2,0,0.12293754485676679
53,1,4111515.193310354,134128930.4459339,8203685.306357066,2,0.7677472358486066,2,0,0.12232536678079146
54,1,4164496.8733111843,132890758.39186405,8052924.534396797,2,0.7682825160979382,2,0,0.12119615587790672
55,1,4202499.777981766,132196580.73388764,7969012.608837612,2,0.7632825160979383,2,0,0.12056306698097241
56,1,3982320.716519464,131706762.75663768,7910068.055315941,2,0.734478555321429,2,0,0.12011635378104066
57,1,4038149.8725735135,130238936.00277954,7734740.514924071,2,0.729478555321429,2,0,0.1187776981648406
58,1,4071680.127038442,129254279.40561505,7618227.384211055,2,0.7208519694134714,2,0,0.11787969294701905
59,1,4100899.2170931995,128722243.50016765,7555640.231175659,2,0.7158519694134715,2,0,0.11739447706512073
60,1,4107572.4592839926,128855267.45941989,7571264.578385264,2,0.7108519694134715,2,0,0.11751579469996701
61,1,4048050.442370722,128140702.54921274,7487524.7496559955,2,0.7205578517664127,2,0,0.11686411266210117
62,1,3982661.5606516553,128506814.6168394,7530371.232814257,2,0.8176260693880146,2,0,0.11719800627331844
63,1,3991646.0456905225,128634068.02602233,7545292.462852981,2,0.7804576343614017,2,0,0.1173140611758712
64,1,4007004.17796408,128741175.52211234,7557862.909431533,2,0.7754576343614019,2,0,0.11741174303839426
65,1,3904898.0056329384,128770440.70200428,7561299.375753827,2,0.7730263140154214,2,0,0.11743843283493767
66,1,3912496.138233451,129077150.29386304,7597361.765753616,2,0.7680263140154217,2,0,0.11771815148470675
67,1,3948187.2346163173,128197035.06393181,7494109.446048698,2,0.7630263140154215,2,0,0.11691548782405753
68,1,3959105.5557469605,128138936.22594507,7487318.331277316,2,0.7353193265077993,2,0,0.11686250177814904
69,1,3902878.4370671473,128153183.31370884,7488983.374154935,2,0.7518750142512776,2,0,0.11687549509905651
70,1,3919197.1663292767,127788043.60739653,7446368.287205455,2,0.7468750142512774,2,0,0.11654248827977909
71,1,3954132.4075452294,127007762.72789437,7355710.04169927,2,0.7306052085408997,2,0,0.11583087338461959
72,1,3966764.6728124395,126870905.60283226,7339866.302181154,2,0.7256052085408995,2,0,0.11570605990877864
73,1,3905824.9097632924,125712174.98636347,7206406.398392384,2,0.708399168125407,2,0,0.11464929946799651
74,1,3931719.8794875816,123304237.96328934,6932982.0621090615,2,0.7104029164613778,2,0,0.11245326481273382
75,1,3973644.57356024,121969983.80269392,6783752.610994115,2,0.7080338676227287,2,0,0.1112364271847068
76,1,3811179.918565738,121958121.1713724,6782433.118438028,2,0.7142850471508346,2,0,0.111225608484203
77,1,3821443.5829264703,121945589.15853184,6781039.309299592,2,0.7092850471508346,2,0,0.11121417930884071
78,1,3880721.717278231,120130579.6984466,6580686.701343106,2,0.7042850471508346,2,0,0.10955889362828405
79,1,3784679.234269172,119080748.77152826,6466170.963707048,2,0.7206155930231316,2,0,0.10860144952755092
80,1,3750886.677308488,119354940.57275307,6495982.873309198,2,0.7774374295539215,2,0,0.10885151200506117
81,1,3774861.3933660584,118952095.56125233,6452206.586122995,2,0.7369625941211034,2,0,0.10848411800867422
82,1,3780732.546024549,119408068.58880651,6501767.225283409,2,0.7753336405060502,2,0,0.10889996466943765
83,1,3672755.228616926,120180044.33526552,6586107.10794286,2,0.7915783524896084,2,0,0.10960400529674691
84,1,3681089.033354964,120422464.5329391,6612704.130528824,2,0.7865783524896084,2,0,0.10982509212340617
85,1,3733505.069674127,119337421.18434466,6494076.001350899,2,0.7815783524896087,2,0,0.10883553435127903
86,1,3737570.8689443865,119923456.4172338,6558014.066198394,2,0.7765783524896087,2,0,0.10936999753212522
87,1,3749027.9694379894,120385420.09210165,6608636.34716459,2,0.7715783524896085,2,0,0.1097913076535117
88,1,3771014.278375961,120398577.93709087,6610081.04311849,2,0.7665783524896086,2,0,0.1098033075867774
89,1,3647132.90030673,119940078.29050355,6559832.126423383,2,0.7682796462269382,2,0,0.10938515665355822
90,1,3653322.685359341,120224807.57214233,6591014.251701782,2,0.763279646226938,2,0,0.10964482929609624
91,1,3659307.6053397013,120746479.8554201,6648337.016668178,2,0.7582796462269377,2,0,0.11012059357140332
92,1,3669729.9347361443,121044721.13651505,6681220.083722596,2,0.7532796462269381,2,0,0.11039258913550588
93,1,3678486.0099719213,121262342.65724413,6705265.482570622,2,0.7482796462269383,2,0,0.11059105960905752
94,1,3578287.2792956345,121923318.49944074,6778562.722393614,2,0.7448972932857615,2,0,0.11119386850391062
95,1,3586342.55255278,121872930.4614441,6772961.039283577,2,0.7045001364704089,2,0,0.11114791469507301
96,1,3591014.0091800615,122080621.73536518,6796065.161108609,2,0.6996516516219238,2,0,0.11133732879965955
97,1,3597357.424116051,122187417.64128552,6807960.732837938,2,0.6948031667734387,2,0,0.11143472649245378
98,1,3518459.3688523825,122152785.28003019,6804102.032059292,2,0.6950504696548907,2,0,0.1114031418352217
99,1,3518904.180401903,122361611.97014178,6827385.866916815,2,0.6902019848064059,2,0,0.11159359143753039
100,1,3529965.6280557318,122185476.57635503,6807744.432516387,2,0.6853534999579209,2,0,0.1114329562443889
101,1,3539754.9630641555,122125892.68251392,6801106.441987864,2,0.6805050151094361,2,0,0.11137861582995252
102,1,3409630.753726488,121702759.39236552,6754060.084726446,2,0.6618142064325339,2,0,0.11099271895638106
103,1,3462142.450503781,119996312.656018,6565984.77331249,2,0.656965721584049,2,0,0.10943644230359934
104,1,3469766.6784560317,119915655.02233437,6557160.85541041,2,0.631601213577757,2,0,0.1093628826726441
105,1,3497753.6891307104,118975578.12882566,6454754.323206847,2,0.6267574635777569,2,0,0.10850553407217232
106,1,3527373.877430333,118156001.17954896,6366131.986174368,2,0.6093000310149664,2,0,0.1077580812251837
107,1,3575709.6893630465,116514168.60905717,6190440.456567144,2,0.617069963577757,2,0,0.10626073258674795
108,1,3605122.534796649,115605618.30511679,6094273.646434956,2,0.612226213577757,2,0,0.1054321361847726
109,1,3621413.528161578,115176859.2858633,6049152.495416571,2,0.607382463577757,2,0,0.10504110865539183
110,1,3664727.5148212956,113614814.05600418,5886186.164018252,2,0.6025387135777571,2,0,0.10361652594206196
111,1,3690939.343655847,112709042.43982475,5792707.367719378,2,0.5976949635777569,2,0,0.1027904636988128
112,1,3701146.767973394,112449751.50324795,5766085.389757312,2,0.5928512135777568,2,0,0.1025539907856669
113,1,3723028.7190675377,111677031.62863068,5687112.1581492685,2,0.588007463577757,2,0,0.10184927151468559
114,1,3740678.6663081697,111048604.83447425,5623287.430270948,2,0.5585912177447131,2,0,0.10127614729879503
115,1,3755907.377125624,110463109.34194717,5564147.021315815,2,0.5571310002385067,2,0,0.10074217636028267
116,1,3824325.5753529877,107773016.48721623,5296441.096046507,2,0.5522872502385066,2,0,0.09828881604468699
117,1,3835714.454930706,107339813.86770986,5253947.698331767,2,0.5474435002385066,2,0,0.09789373595909072
118,1,3882784.8903507413,105425818.88429078,5068250.075643021,2,0.5425997502385067,2,0,0.09614817564197695
119,1,3902319.660196999,104667270.03495681,4995579.367915814,2,0.5430103842986486,2,0,0.09545638032304442
120,1,3921644.308240115,103899701.0506702,4922578.668487677,2,0.5381618994501639,2,0,0.09475635865568112
121,1,3831592.2018738887,102562080.79324253,4796646.530123771,2,0.5448814128958187,2,0,0.09353645115280862
122,1,3859696.2735194173,101459310.01647197,4694051.80738639,2,0.5400329280473339,2,0,0.09253072599496898
123,1,3700649.431391458,100551289.50581121,4610407.982216243,2,0.545914425255081,2,0,0.0917026127636044
124,1,3730259.559510671,99270345.21882223,4493690.256092101,2,0.5410659404065962,2,0,0.09053439365374691
125,1,3694173.783901646,97506818.88715461,4335448.637893128,2,0.5275705154016473,2,0,0.08892606050271368
126,1,3716692.2484078435,96656239.58753636,4260139.880271649,2,0.5093716119608324,2,0,0.08815033356255224
127,1,3745608.578016049,95397422.35502502,4149897.307141146,2,0.5045231271123476,2,0,0.08700229429045053
128,1,3731940.940063459,93546629.6628257,3990436.0915996693,2,0.5590943892271656,2,0,0.08531437436030728
129,1,3775282.8014399586,91594461.29186313,3825625.8636660324,2,0.5274759863862402,2,0,0.0835339999757362
130,1,3817024.762410415,89857548.9643481,3681910.3170739496,2,0.5224759863862402,2,0,0.08194993875327682
131,1,3721041.5134057933,87963871.7993385,3528358.808493227,2,0.5179305318407856,2,0,0.08022290825356236
132,1,3755838.300549305,86295437.0395848,3395781.473168202,2,0.5129305318407856,2,0,0.0787012984617139
133,1,3792477.0062470683,84550984.97552139,3259878.4876813744,2,0.5079769356201238,2,0,0.07711036101176472
134,1,3828081.0926594436,82854032.63065797,3130338.9965622425,2,0.5031284507716389,2,0,0.07556274322860038
135,1,3851938.2552994704,81756520.38618758,3047957.2267709817,2,0.49827996592315393,2,0,0.07456181384368019
136,1,3856876.354816508,81562344.62909685,3033496.323213653,2,0.4708771245732496,2,0,0.07438472586849772
137,1,3729926.1279024766,78961792.27179685,2843138.8134075147,2,0.4728268200436721,2,0,0.07201302634117164
138,1,3767838.5758626843,76932983.50391556,2698915.076470825,2,0.46797833519518756,2,0,0.07016275603905213
139,1,3790831.217539955,75764351.2570349,2617543.3759305915,2,0.4631298503467025,2,0,0.06909696532741172
140,1,3811869.191918842,74939062.15877879,2560828.985725983,2,0.45828136549821774,2,0,0.06834430300982872
141,1,3847167.9911239496,72985202.17214082,2429034.5950555215,2,0.4580442499903587,2,0,0.06656238587450836
142,1,3871159.042592806,71704796.14075339,2344555.297847257,2,0.453191308813888,2,0,0.06539465765288552
143,1,3878846.7242942397,71385595.45695348,2323727.7397437776,2,0.4483383676374175,2,0,0.06510354714754794
144,1,3913911.905183079,69258218.3909309,2187291.6772816894,2,0.4434854264609468,2,0,0.0631633827175695
145,1,3927044.905462643,68447776.77818234,2136400.9509092695,2,0.43873231878172575,2,0,0.06242426128266141
146,1,3955261.4904204253,66731972.13434233,2030635.5685446889,2,0.43402643642878436,2,0,0.060859450233440984
147,1,3962229.645695897,66445044.377959915,2013210.8443247492,2,0.42932055407584324,2,0,0.06059777258550644
148,1,3985120.23498469,65180651.73183796,1937320.4670745507,2,0.4326398491252626,2,0,0.05944464854524468
149,1,3997038.2465360113,64515534.36296075,1897984.524269317,2,0.42793396677232143,2,0,0.05883806258478349
150,1,4007118.5309013086,64494429.66368475,1896742.9677583203,2,0.5069685590200862,2,0,0.058818815133311594
151,1,4015551.1541993762,64436255.174123324,1893322.756436268,2,0.5023252236296005,2,0,0.05876576009328983
152,1,4027333.363235229,63855155.815397836,1859327.9911248062,2,0.49776640010018885,2,0,0.058235798421666485
153,1,3857144.22804272,63694092.30413394,1849960.1582320207,2,0.507913458923718,2,0,0.058088908760913535
154,1,3866672.8764650323,63502559.79392966,1838850.971916557,2,0.5033546353943066,2,0,0.057914231422599646
155,1,3873423.4924421567,63104571.380252995,1815874.0067132842,2,0.500314739408928,2,0,0.05755126663554256
156,1,3881205.61382563,63013167.899938725,1810617.4303353915,2,0.4958861679803569,2,0,0.05746790680990829
157,1,3894924.078896246,62670787.76729571,1790995.0148987144,2,0.49145759655178534,2,0,0.05715565668486241
158,1,3904732.74707729,62587440.56304763,1786234.4184223723,2,0.48702902512321383,2,0,0.057079644169919494
159,1,3913368.7465766263,62247922.0394197,1766907.3862205253,2,0.48261103123284743,2,0,0.056770003827648956
160,1,3920204.5327527886,62120327.21079446,1759671.2511786376,2,0.47832531694713304,2,0,0.05665363755111918
161,1,3872155.2311122217,61604767.97202105,1730584.1501191268,2,0.48590792360462576,2,0,0.05618344836247427
162,1,3886222.1600533756,60925321.97251849,1692621.0414872011,2,0.48936917292091686,2,0,0.05556379471414823
163,1,3896794.8384870663,60423903.71022573,1664874.98753596,2,0.4850636173653615,2,0,0.0551065020730929
164,1,3907886.9897923856,60189766.226421,1651997.4878395428,2,0.4625077340748463,2,0,0.054892969068033336
165,1,3912784.902475849,60105279.0438647,1647362.9905013507,2,0.4572873996703845,2,0,0.0548159168947243
166,1,3918915.18187892,59967014.66840135,1639792.619340041,2,0.45178919042151283,2,0,0.054689820008802376
