collateral_pool,substep,funding_pool,timestep,token_price,subset,run,token_supply,sentiment,simulation
15683849.149493858,2,17098565.9386084,168,0.051658156376125586,0,1,607216759.1618632,0.6861393067997802,7
15673506.89009093,2,17127605.714970134,169,0.05164112133092142,0,1,607016520.4064237,0.68118355458739,7
15638530.887067376,2,17163511.64022055,170,0.05158346962589196,0,1,606338852.3682294,0.6762278023750008,7
15571128.3948919,2,15634224.197035758,171,0.051472186511691956,0,1,605030772.9342294,0.6782634868322576,7
15515490.754778164,2,15670143.02889489,172,0.051380145855739835,0,1,603948879.3333148,0.6733081296893995,7
15479409.448352875,2,15703459.451511603,173,0.05132036876387744,0,1,603246228.3960935,0.6683527725465427,7
15573938.844106128,2,15732857.969706941,174,0.05147683143643986,0,1,605085371.788502,0.7349100189209475,7
15649774.798959754,2,15498305.595452538,175,0.05160201023485347,0,1,606556788.3008345,0.7074305417126798,7
15642918.978028966,2,15551405.40660659,176,0.05159070614581596,0,1,606423914.1761628,0.7044010165819613,7
15649142.258621812,2,15588589.030159684,177,0.05160096738653019,0,1,606544530.1208378,0.6994671031909191,7
15639101.287224771,2,15646727.17268971,178,0.051584410345679364,0,1,606349910.0764532,0.7395138243334531,7
15732357.193481978,2,15331701.7651304,179,0.0517379805804598,0,1,608155054.255199,0.7346501879698165,7
15662815.541096417,2,15397359.882541716,180,0.05162350538065293,0,1,606809453.3916099,0.7297410970607261,7
15783532.180705527,2,15108169.354727684,181,0.05182206018858527,0,1,609143369.5714835,0.7287315033568317,7
15887063.514059164,2,15119379.467954252,182,0.05199174456150204,0,1,611137927.6864253,0.7238224124477409,7
15819615.949408315,2,15182899.99861783,183,0.051881263277179734,0,1,609839273.3766243,0.7189133215386502,7
15877597.778117828,2,15212674.716578754,184,0.05197625354730165,0,1,610955838.2721148,0.7140042306295593,7
15850952.026926832,2,15252150.97006172,185,0.05193262201434568,0,1,610442970.6071156,0.6875966105058514,7
15887145.357093016,2,14925676.097657694,186,0.051991878480417454,0,1,611139501.8388054,0.684350181506397,7
15975132.69691694,2,14950665.81211935,187,0.052135652285382354,0,1,612829493.7012231,0.6794410905973065,7
15884241.4089893,2,14996735.85506586,188,0.051987126568935074,0,1,611083645.4069741,0.6745319996882152,7
15779479.46293586,2,15053963.912892971,189,0.05181540661873891,0,1,609065160.0610715,0.6503314247017805,7
15605219.770003205,2,15122075.203561654,190,0.05152850221851155,0,1,605692736.9566371,0.6454923536101865,7
15599177.24620862,2,15150723.607384574,191,0.05151852503293028,0,1,605575459.9433014,0.6406741717920045,7
15587466.660881596,2,15184535.541823868,192,0.05149918345658784,0,1,605348109.0247316,0.6358559899738223,7
15449015.791926153,2,15239514.807737501,193,0.051269960507570225,0,1,602653703.6105204,0.6310378081556408,7
15271355.400842588,2,15300009.995250177,194,0.05097431126108008,0,1,599178489.0481719,0.6046295587938425,7
14949272.855933718,2,15396119.61980658,195,0.05043390647358477,0,1,592826290.9304296,0.6020882352450284,7
14725576.514654685,2,14821822.46760448,196,0.050055145450637474,0,1,588374137.4471283,0.6013802900109109,7
14523698.258574063,2,14886316.406904124,197,0.04971084930890731,0,1,584327102.0506049,0.5966055152361358,7
14258528.859475555,2,14966368.871384257,198,0.04925495581856551,0,1,578968293.54585,0.5918307404613613,7
14123933.15190499,2,14153931.966352131,199,0.04902192949969705,0,1,576229181.3500435,0.5903336436337816,7
13742694.063481048,2,14266276.052043155,200,0.048355793420730084,0,1,568399072.4300501,0.5856039139040519,7
13577101.532850664,2,13824325.713506937,201,0.04806357903574799,0,1,564964233.011133,0.5469788422941343,7
13095648.033001453,2,13954180.19946804,202,0.04720370324736012,0,1,554856807.0762047,0.5449173898684372,7
12865020.172887087,2,14016562.524698459,203,0.04678620399981574,0,1,549949304.4119482,0.5402298898684376,7
12603834.38022242,2,14091923.9502698,204,0.046308841687121516,0,1,544338140.2358654,0.5355423898684374,7
12304234.621763142,2,14172606.055234479,205,0.04575513870838728,0,1,537829628.2820656,0.5308946655101641,7
11921349.165894141,2,14029988.369885616,206,0.04503760405113928,0,1,529395353.81845325,0.528122113960648,7
11392162.450384744,2,14166181.150495648,207,0.04402665181247584,0,1,517512096.9410872,0.5234792568177906,7
11044938.285175364,2,14258338.760580502,208,0.04335051099807672,0,1,509564387.1725241,0.5188363996749337,7
10708593.89620193,2,14345178.632254522,209,0.042685345291952295,0,1,501745684.51814216,0.5141935425320766,7
10420579.481464168,2,14425677.864805905,210,0.042107408111425666,0,1,494952311.1889943,0.5095506853892192,7
10203733.482588824,2,14483544.625557482,211,0.0416669899231699,0,1,489775407.41020983,0.5049078282463623,7
9919519.67611096,2,14557862.176788347,212,0.041082597627093084,0,1,482906157.3053624,0.5004036851570081,7
9535377.892191691,2,14280008.672187742,213,0.040279264235641724,0,1,473463360.0260338,0.4816594216440792,7
9328648.667420251,2,14332596.305106089,214,0.039840239719444934,0,1,468302838.19136727,0.4770685125531705,7
8941227.859227281,2,14446986.230150307,215,0.03900418033031133,0,1,458475362.5640881,0.5400399806711755,7
8827219.971986935,2,14500226.719500624,216,0.03875471513463406,0,1,455543019.28532475,0.5353127079439028,7
8759612.546378735,2,13660841.195359726,217,0.038606019244911624,0,1,453795170.68615025,0.5318115109988044,7
8660678.97710063,2,13390623.375849605,218,0.03838738645544046,0,1,451225247.49914014,0.5310680496639381,7
8492848.191403838,2,13046895.62467035,219,0.03801362227049885,0,1,446831829.44104034,0.5088232417331779,7
8110323.296553524,2,13162083.63120982,220,0.037147676738440716,0,1,436653056.591337,0.5549335491417277,7
7971489.6651257295,2,12907295.416961137,221,0.03682835476642922,0,1,432899580.53690296,0.5509993955754976,7
7773471.680955158,2,12973063.625095394,222,0.03636805580044841,0,1,427488987.786876,0.5472167385534278,7
7622511.867932369,2,13027221.378410429,223,0.03601319304050124,0,1,423317746.88014597,0.542489465826155,7
7668130.959880031,2,13055639.851274675,224,0.03612079788499087,0,1,424582590.02447665,0.6519657664778974,7
