subset,timestep,substep,funding_pool,simulation,token_price,collateral_pool,sentiment,run,token_supply
0,1,2,18807229.73512838,0,0.12000000000000001,28210844.602692567,0.75,1,470180743.3782095
0,2,2,18807338.522154767,0,0.12025131903747575,28329133.71292268,0.7363276532487819,1,471165454.8104215
0,3,2,18807432.433418903,0,0.12038763804769638,28393398.926826037,0.7313276532487817,1,471699576.25677246
0,4,2,18783068.01247081,0,0.12060845930230601,28497655.748078313,0.7263276532487817,1,472564792.10382295
0,5,2,18783178.981034283,0,0.12070489916639568,28543248.053174466,0.6891079941266561,1,472942660.1620645
0,6,2,18662938.6629318,0,0.12080949763633186,28592738.56584597,0.6841079941266552,1,473352495.0483212
0,7,2,17969983.192924116,0,0.1208993637425568,28635292.732867334,0.6818042576137677,1,473704605.98689914
0,8,2,17970069.883854765,0,0.12097996270999689,28673485.561586127,0.6571729253246139,1,474020406.6737866
0,9,2,17970139.706599377,0,0.12109303930057853,28727111.222535808,0.6542737847840558,1,474463460.3022729
0,10,2,17970315.163890515,0,0.1211973281217193,28776613.76481907,0.6273610269265992,1,474872081.9310229
0,11,2,17970473.336983968,0,0.12130185523508982,28826272.17758016,0.6063749484151439,1,475281637.2299207
0,12,2,17970614.092134424,0,0.12135922366539875,28853544.786684133,0.6013749484151442,1,475506416.6566631
0,13,2,17970783.34571702,0,0.12140445438173769,28875056.290466968,0.6385263781919197,1,475683638.4219278
0,14,2,17970915.863701772,0,0.12155197417782479,28945271.677624635,0.6357431955943035,1,476261646.48348814
0,15,2,17971091.33476281,0,0.1218001254518565,29063577.250662632,0.6959142335867148,1,477233946.0709421
0,16,2,17971228.36051183,0,0.12202312791591703,29170099.02213189,0.6909142335867146,1,478107708.2736684
0,17,2,17971411.33386729,0,0.12225327654731223,29280238.62650964,0.6859142335867148,1,479009470.39530903
0,18,2,17971514.432539184,0,0.12244632030105837,29372781.41985582,0.6809142335867149,1,479765849.19231635
0,19,2,17971767.782034114,0,0.12274980502542965,29518563.464054987,0.6759142335867147,1,480954954.8032232
0,20,2,17971860.621475145,0,0.12292710952787896,29603900.530594833,0.6709142335867148,1,481649664.4929391
0,21,2,17971997.60986222,0,0.12313125209031872,29702307.37063459,0.6659142335867149,1,482449530.3409646
0,22,2,17972230.808327813,0,0.12333489010893924,29800633.67734088,0.6609142335867146,1,483247419.29909015
0,23,2,17532657.451021962,0,0.12349417525781421,29877657.519935485,0.6590865425286733,1,483871526.0466497
0,24,2,17532793.115974292,0,0.12367554943423983,29965483.766734764,0.6540865425286733,1,484582181.42249477
0,25,2,17532901.586653017,0,0.12392717411938263,30087540.64508345,0.6509996505771026,1,485568090.43510103
0,26,2,17533059.299937297,0,0.12408685552278666,30165126.79229317,0.6459996505771021,1,486193749.7764025
0,27,2,17533337.128944818,0,0.12427537141931935,30256851.66541098,0.6409996505771023,1,486932387.6461555
0,28,2,17533490.14040187,0,0.12439325694173212,30314281.169725396,0.6359996505771023,1,487394283.50083506
0,29,2,17534346.3499591,0,0.12454538420737789,30388472.46792501,0.6309996505771024,1,487990344.42458034
0,30,2,17536649.632891312,0,0.12456529900528157,30398191.47398524,0.626634420677277,1,488068374.04526854
0,31,2,17542006.370147783,0,0.12451452785539169,30373416.731366087,0.6216344206772769,1,487869443.9036235
0,32,2,17550162.368597507,0,0.12433728035975135,30287004.64221585,0.6166344206772771,1,487174957.5764394
0,33,2,17560516.056361847,0,0.12406458650755416,30154300.70780212,0.6116344206772771,1,486106495.9252665
0,34,2,17576316.17037989,0,0.12350092259555118,29880922.453733496,0.6066344206772771,1,483897963.2822579
0,35,2,17584386.970744878,0,0.12326870930720966,29768660.556297675,0.6016344206772772,1,482988111.47780204
0,36,2,17185519.28555024,0,0.12353780636578145,29898773.100191776,0.7230308874644045,1,484042480.2698034
0,37,2,16797574.159798745,0,0.12338767683208038,29826148.183945246,0.7823919045265924,1,483454246.80514854
0,38,2,16805780.292592727,0,0.12341467932507867,29839204.08229735,0.7773919045265922,1,483560047.2404069
0,39,2,16817443.049194455,0,0.12347470457074829,29868236.95157638,0.772391904526593,1,483795236.5289935
0,40,2,16828629.374153335,0,0.12352337197992198,29891786.65243778,0.7673919045265922,1,483985923.85085666
0,41,2,16855755.479685936,0,0.1228546276580968,29568999.95463093,0.762391904526592,1,481365667.997809
0,42,2,16872895.26499149,0,0.1227231158502631,29505728.568499934,0.7583792567644387,1,480850382.00139016
0,43,2,16884070.030208074,0,0.12276055514523154,29523734.013840403,0.7506463690571796,1,480997075.63088864
0,44,2,16895133.66367251,0,0.12278896401216166,29537400.176863365,0.7409426469327491,1,481108386.48231983
0,45,2,16914600.05784695,0,0.12236901954223289,29335706.861994088,0.7406463690571794,1,479462971.4569141
0,46,2,16933090.9184656,0,0.12204188886020938,29179069.463758137,0.7383792567644386,1,478181216.89645046
0,47,2,16945498.844992153,0,0.12192149730482921,29121528.87854916,0.7333792567644378,1,477709501.97140795
0,48,2,16957187.79962754,0,0.12186553541775408,29094801.488680363,0.7283792567644383,1,477490233.6241927
0,49,2,16965665.11313652,0,0.12202697268686648,29171937.2657191,0.7233792567644389,1,478122772.75086117
0,50,2,16992472.38215346,0,0.12115550664604466,28756757.340108383,0.7183792567644387,1,474708218.16000724
0,51,2,15964184.166492822,0,0.12083817405445217,28606314.230941452,0.6941255716113244,1,473464854.2115649
0,52,2,15982376.52826771,0,0.12042330005380271,28410223.17151922,0.6891255716113248,1,471839306.16128445
0,53,2,16002886.149378316,0,0.11988270664670932,28155722.479232617,0.6841255716113247,1,469721167.74451333
0,54,2,15324930.219586575,0,0.11921009554081656,27840669.10700235,0.6799350954208481,1,467085761.16307086
0,55,2,15340191.095860751,0,0.11878493475549419,27642436.685754053,0.6749350954208484,1,465419907.71225303
0,56,2,15047831.719366923,0,0.1180159546576609,27285696.506932747,0.6513300457875436,1,462406910.7619005
0,57,2,14486482.486729793,0,0.11731767565445027,26963762.70814772,0.6940632892178806,1,459670932.9217757
0,58,2,14022093.749405595,0,0.11719146597088359,26905778.991219807,0.6907139515097918,1,459176421.56476814
0,59,2,14039229.60225029,0,0.11686545160375357,26756289.102963753,0.6857139515097912,1,457899040.9190251
0,60,2,14063742.001117125,0,0.11615293923852338,26431024.951273043,0.6807139515097913,1,455107294.3061076
0,61,2,14084414.046415526,0,0.11565836270969708,26206418.76959515,0.6757139515097913,1,453169457.97293293
0,62,2,14098447.250900326,0,0.1153316472926709,26058570.439841796,0.6509710623893912,1,451889330.4925121
0,63,2,14028009.849354323,0,0.11495094439733033,25886818.80294317,0.6472918171063728,1,450397670.73969996
0,64,2,14040442.72789291,0,0.11467480458231645,25762595.46006682,0.6423389869176934,1,449315707.210537
0,65,2,13886962.03058169,0,0.11354264957920772,25256411.542086974,0.6407927581002028,1,444879728.2023619
0,66,2,13905001.496299827,0,0.11325779887558353,25129846.19860323,0.6996868732970637,1,443763633.90584666
0,67,2,13920131.963298686,0,0.11291210618999668,24976674.473786294,0.6944394520377922,1,442409150.20676637
0,68,2,13482330.357946198,0,0.11293513912053066,24986865.492337085,0.6891434822425774,1,442499397.21010506
0,69,2,13494489.613881577,0,0.11272989809405143,24896128.986156907,0.6596182811310533,1,441695227.3900908
0,70,2,13504531.783429747,0,0.11255160654792506,24817440.736344285,0.631140561949568,1,440996650.29262626
0,71,2,13519029.871975407,0,0.11204536313401924,24594691.165939875,0.6254376543588892,1,439013101.0869549
0,72,2,13536597.889006628,0,0.11148677977658032,24350077.019047134,0.6204839506551859,1,436824474.9349605
0,73,2,13564771.6290885,0,0.11039296025537904,23874613.812637053,0.6155302469514817,1,432538700.97162706
0,74,2,13578606.65477142,0,0.11000168439703367,23705671.791005008,0.610576543247778,1,431005614.5221039
0,75,2,13602825.185010334,0,0.10902816496608808,23287936.15515646,0.5806937367327886,1,427191197.10764456
0,76,2,13611261.631182179,0,0.10875524722897859,23171494.021101177,0.5758326256216776,1,426121858.2366842
0,77,2,12836736.69207741,0,0.10811218572660336,22898281.59602986,0.5736536613365412,1,423602232.1098118
0,78,2,12851370.37558563,0,0.10756683820087558,22667853.806847602,0.5479522682029198,1,421465466.2344271
0,79,2,12883348.08315256,0,0.10611809525528063,22061370.526378088,0.5431391840907702,1,415789040.941729
0,80,2,12909552.336210093,0,0.10497084501536437,21586934.965880167,0.5412474629702188,1,411293916.1863569
0,81,2,12638858.214869339,0,0.10378625574218406,21102469.696096256,0.540965107236345,1,406652490.6441755
0,82,2,12663555.526116969,0,0.10264818147439839,20642206.394852784,0.5361520231241959,1,402193318.9337832
0,83,2,12684336.401368922,0,0.10170219463544558,20263489.977436643,0.5317017153008202,1,398486778.9740763
0,84,2,12700355.227835996,0,0.10098496483085366,19978691.173305072,0.5291780672042,1,395676548.6182759
0,85,2,12479983.907683346,0,0.10024729630384283,19687879.082907204,0.531519431517333,1,392786235.8149704
0,86,2,12135386.73082748,0,0.09950016629955637,19395510.269258663,0.5313805426284443,1,389858851.30817395
0,87,2,12155134.727172328,0,0.0985521294799949,19027670.499364484,0.504885403440034,1,386144279.1700795
0,88,2,12179465.628657956,0,0.09733538998199931,18560733.842286758,0.5001631812178114,1,381376883.4895362
0,89,2,11980691.777145302,0,0.09633887111121939,18182630.05151563,0.5000705886252189,1,377472350.29408866
0,90,2,12009419.917267205,0,0.09484523249050528,17623193.407136943,0.49539378419449454,1,371620015.9855406
0,91,2,11761572.876071326,0,0.09367757856470828,17191940.885745265,0.4947509240727695,1,367044946.0618763
