collateral_pool,substep,token_supply,simulation,run,sentiment,funding_pool,timestep,token_price,subset
4800457.219823832,2,193953712.01105613,0,1,0.4147274895628905,11298148.837924628,204,0.049501060537064503,0
4766648.5300005665,2,193269516.01577505,0,1,0.410385461375846,11320514.140892828,205,0.049326439350233627,0
4764630.730646749,2,193228604.63098064,0,1,0.4061224471164372,11331412.529879482,206,0.049315997905652,0
4711866.7498798305,2,192155709.9141894,0,1,0.4018701106678389,11351625.429356826,207,0.04904217264200996,0
4676468.6478212895,2,191432560.15359142,0,1,0.3976177742192409,11365927.009006094,208,0.048857609636200186,0
4609895.594620518,2,190065082.60657313,0,1,0.3933654377706428,11392333.585104678,209,0.048508600647735094,0
4586909.636194455,2,189590637.187713,0,1,0.38911310132204446,11406223.175195253,210,0.04838751221298943,0
4540179.579447012,2,188622418.6805907,0,1,0.38920214144095766,11425771.08699406,211,0.04814040251636535,0
4503209.65116448,2,187852888.42480093,0,1,0.38502858869189704,11441467.197525982,212,0.047944002234143475,0
4468085.533127292,2,187118847.14637083,0,1,0.36451030387662214,11458063.920005612,213,0.04775665948424962,0
4355641.570178796,2,184749325.2741715,0,1,0.36035590736812423,11489761.865006465,214,0.047151907740014105,0
4193875.1083759167,2,181286114.38329363,0,1,0.35645157269422445,11361299.266703023,215,0.04626802358959272,0
4093098.6552060577,2,179094768.60148343,0,1,0.3523477991093189,11391116.413713146,216,0.04570874612550972,0
4023402.0175302518,2,177563423.01234984,0,1,0.349835981684691,11160491.744811868,217,0.04531791457129566,0
3830926.5388372587,2,173264147.46747297,0,1,0.32300772198815453,11212358.241034802,218,0.044220649162937095,0
3766702.7309778417,2,171805660.08021453,0,1,0.3191177273499032,11230418.290295731,219,0.04384841255194039,0
3646286.063053698,2,169037150.33961186,0,1,0.31530661746364885,11262543.303687066,220,0.04314183072452369,0
3561035.365769135,2,167049406.63734916,0,1,0.3162751156682117,11021700.2699509,221,0.042634516786998915,0
3515887.1781022446,2,165987070.13067958,0,1,0.312560829953926,11037069.221041009,222,0.042363386200313435,0
3357047.4529986707,2,162194279.95497867,0,1,0.30884654423964025,11078530.011032667,223,0.041395386494893764,0
3204978.601829246,2,158478138.4250064,0,1,0.2942846379982401,10418631.194765992,224,0.040446949133566175,0
3034868.347437594,2,154215036.86158526,0,1,0.2906179713315735,10463959.174462115,225,0.03935891608496676,0
2909429.3091817205,2,150994350.63369158,0,1,0.27538709725031707,10497169.118290506,226,0.038536929321811804,0
2806478.015098677,2,148298792.94933015,0,1,0.2719109067741265,10523407.469514044,227,0.03784896639121774,0
2781321.374579113,2,147632638.1864407,0,1,0.33657232533557935,10537742.506753424,228,0.03767894970577804,0
2757880.1544598346,2,147009191.38906112,0,1,0.33261994438319836,10551069.690058537,229,0.03751983299004864,0
2801511.938115455,2,148167527.12420115,0,1,0.4015545974219254,9627451.186816085,230,0.0378154645959245,0
2776230.237223328,2,147497457.4202737,0,1,0.39730894129615485,9638965.368055033,231,0.03764444873531403,0
2753753.894661181,2,146899174.79189786,0,1,0.37528976103373307,9658012.592333771,232,0.03749175444398838,0
2761415.6490824684,2,147103391.22885734,0,1,0.3710516657956379,9668381.377234006,233,0.037543874767460295,0
2538603.803973184,2,141043883.46036503,0,1,0.3668135705575428,9735452.735230312,234,0.03599736112890796,0
2492088.9157751184,2,139745734.51950398,0,1,0.3626146429546559,9756522.184632218,235,0.0356660462567078,0
2529845.2048393697,2,140800360.97510388,0,1,0.3584553242710522,9761207.575114736,236,0.03593520907644112,0
2444533.7759407028,2,138405967.35599595,0,1,0.35987345388375125,9785355.026491769,237,0.03532410954006171,0
2453125.975272053,2,138648992.94344026,0,1,0.3396474736868679,9623567.474339968,238,0.03538613477377031,0
2386119.512245545,2,136742303.01659036,0,1,0.3196034793920665,9648354.112677328,239,0.034899507461945374,0
2313234.029881838,2,134637667.821058,0,1,0.3193833969762329,9669489.169938447,240,0.03436236036049395,0
2304820.513268704,2,134392597.90392882,0,1,0.31541143435941055,9675664.673442766,241,0.0342998133709167,0
2317585.9538371647,2,134764256.30324823,0,1,0.3114394717425879,9678734.727735398,242,0.03439466839964009,0
2266633.8562054653,2,133274628.21038014,0,1,0.30746750912576565,9694608.143031418,243,0.03401448402658426,0
2248408.413962364,2,132737732.6092475,0,1,0.30349554650894306,9702308.076483807,244,0.033877456993803186,0
2195878.4995484566,2,131177982.48219354,0,1,0.30418128081561413,9469886.307440568,245,0.03347937600498668,0
2184199.1824651603,2,130828666.2839065,0,1,0.3540934844458752,9477511.34830722,246,0.03339022317517645,0
2110173.3391968724,2,128592565.18687645,0,1,0.3497489269179239,9501394.523903685,247,0.03281952321474067,0
2102379.4241707833,2,128354867.49111302,0,1,0.3455212982644185,9508226.976369312,248,0.03275885777088036,0
2080044.2718344333,2,127671241.99747701,0,1,0.3413156907877829,9519335.966600137,249,0.03258438218805044,0
2087692.0191344295,2,127905732.57295007,0,1,0.40762964388930933,8678241.955203513,250,0.03264422910745975,0
2132983.5826169513,2,129285717.59790759,0,1,0.4031903915528606,8686235.911043767,251,0.032996430266965124,0
2112075.1777832215,2,128650500.52764265,0,1,0.3987511392164117,8703588.676686276,252,0.03283430953040727,0
2070070.3419565135,2,127364778.76728046,0,1,0.3943118868799634,8725771.971519578,253,0.03250616633565428,0
2073941.932392976,2,127483826.39219832,0,1,0.3898726345435148,8731086.991904702,254,0.032536549789658586,0
2038410.0686758934,2,126387048.47937404,0,1,0.384417552559413,8749326.331554972,255,0.03225662903281669,0
2053852.4209878363,2,126864879.43800654,0,1,0.3800307601065828,8752511.866654688,256,0.03237858152841215,0
2038457.4069071559,2,126388516.02132897,0,1,0.37630369262103913,8576906.722006412,257,0.032257003580343516,0
2052690.457122973,2,126828987.5551219,0,1,0.3719672099869185,8581825.4970433,258,0.03236942116613272,0
2040032.575132594,2,126437338.41259116,0,1,0.352728654418321,8389494.824478319,259,0.03226946407991517,0
2028123.9287933782,2,126067760.64899948,0,1,0.34864797817105997,8402425.406746855,260,0.03217514007312502,0
2025909.6802626012,2,125998923.24162804,0,1,0.3259002356585073,8412866.622827446,261,0.03215757132110591,0
2010370.6882780984,2,125514778.98906028,0,1,0.3218526166108881,8420676.157675508,262,0.03203400754031236,0
1973436.5310793337,2,124356467.14134574,0,1,0.3178049975632692,8434758.158019682,263,0.031738382031009156,0
1944973.9770246285,2,123456423.51107214,0,1,0.31378639297595834,8448097.819983076,264,0.03150867199470094,0
